[2025-05-11 19:14:50] [INFO    ] discord.client: logging in using static token
[2025-05-11 19:14:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 5, 'op': 0, 'd': {'nonce': 'a6edc46c67c42e82b6def27a7f7926f2', 'members': [{'user': {'username': 'cjaae', 'public_flags': 64, 'primary_guild': None, 'id': '736757275795914762', 'global_name': 'cjaae', 'display_name': 'cjaae', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c66b32fb1c3ad4537c3f5152e771350d'}, 'roles': ['1157782666494611546', '1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'Jake B from edison new jersey', 'mute': False, 'joined_at': '2023-08-18T00:21:53.289000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': '2024-10-09T21:19:40.346000+00:00', 'banner': None, 'avatar': None}, {'user': {'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'id': '544213015516545034', 'global_name': 'prostop', 'display_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}, 'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Dank Memer', 'public_flags': 589824, 'primary_guild': None, 'id': '270904126974590976', 'global_name': None, 'display_name': None, 'discriminator': '5192', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a_24778db4737114253ac3b30f45f1979f'}, 'roles': ['1249146436009066568'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-06-08T23:41:58.378000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'agentmoneybags.', 'public_flags': 0, 'primary_guild': None, 'id': '1028713965901074443', 'global_name': 'bunnyrabbitlover', 'display_name': 'bunnyrabbitlover', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '726eadb8694fd266c02779b7a93f8feb'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-18T03:45:12.750000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'levi.2244', 'public_flags': 128, 'primary_guild': None, 'id': '530549948815769620', 'global_name': 'Levi', 'display_name': 'Levi', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '85c8cb01882970ba9e3e7430d30a55e6'}, 'roles': ['1157782666494611546', '1239701986476298260', '1307393116474441788'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-10-19T22:29:59.789000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'cantstopfrauding', 'public_flags': 0, 'primary_guild': None, 'id': '1123274658234511500', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '25fac737cd77f9f8b48be346d70051d5'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-02T20:54:12.992000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'wekbly', 'public_flags': 256, 'primary_guild': None, 'id': '657762685831872535', 'global_name': 'wek', 'display_name': 'wek', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'bb79353a5c6c1efc986538a11b322745'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'wek', 'mute': False, 'joined_at': '2023-12-24T04:14:51.552000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'sirexez', 'public_flags': 256, 'primary_guild': None, 'id': '633455643675590656', 'global_name': 'GAMERMAN!!!!!!!!!!!!', 'display_name': 'GAMERMAN!!!!!!!!!!!!', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '45dee54b5b8c03821ad3d20844e8a984'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'GamerMan', 'mute': False, 'joined_at': '2023-09-17T20:42:04.475000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'qzero', 'public_flags': 0, 'primary_guild': None, 'id': '300433321018654720', 'global_name': 'syyr', 'display_name': 'syyr', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '82dd2d3e2e430c01eb74b39e5c8c0c4b'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-15T02:57:47.979000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'agentswrld', 'public_flags': 0, 'primary_guild': None, 'id': '567783432050966561', 'global_name': 'agent', 'display_name': 'agent', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f90592ea86a5a3fe646b80f8adb08b61'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Kay Kay Gzz', 'mute': False, 'joined_at': '2023-08-18T00:19:24.626000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': '.yoshi__', 'public_flags': 0, 'primary_guild': None, 'id': '779040679401226240', 'global_name': 'yoshi', 'display_name': 'yoshi', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1359953429778137322', 'expires_at': None, 'asset': 'a_3a980dcf922317f38df5a82a5b0d0679'}, 'avatar': 'a_b336a240659304045ddd2d1f79be09b1'}, 'roles': ['1307393116474441788'], 'premium_since': None, 'pending': False, 'nick': 'lord emperor king god jake', 'mute': False, 'joined_at': '2023-09-17T20:42:04.244000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'kingvamp13.', 'public_flags': 0, 'primary_guild': None, 'id': '1294060283006025792', 'global_name': 'KingVamp13', 'display_name': 'KingVamp13', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-18T21:59:59.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Jockie Music', 'public_flags': 65536, 'primary_guild': None, 'id': '411916947773587456', 'global_name': None, 'display_name': None, 'discriminator': '8158', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '082499e32ffd0549455ef9786fe6ed03'}, 'roles': ['1200486142211014680'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-26T17:03:20.378000+00:00', 'flags': 0, 'deaf': True, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'display_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'mist0367', 'public_flags': 256, 'primary_guild': None, 'id': '716709953129414656', 'global_name': 'Mist', 'display_name': 'Mist', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1366429159961919569', 'expires_at': 1751756400, 'asset': 'a_f2f674f57c8b89b163c50c17cf1e1398'}, 'avatar': 'ca041dc53367f96b2ef32cb6b87f29e4'}, 'roles': ['1299139334670258207'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-09-17T20:42:19.526000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': '2025-04-29T00:18:00.966000+00:00', 'banner': None, 'avatar': None}, {'user': {'username': 'hfdgsdofds', 'public_flags': 64, 'primary_guild': None, 'id': '771572029844881458', 'global_name': 'koalalala', 'display_name': 'koalalala', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6df9e3219d6c3d08d246c3fb93910ada'}, 'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'king edot baby gzz', 'mute': False, 'joined_at': '2023-12-10T20:14:42.003000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'giantflyingcreampuff', 'public_flags': 0, 'primary_guild': None, 'id': '1303889734002806814', 'global_name': 'Giantflyingcreampuff', 'display_name': 'Giantflyingcreampuff', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'abd83a335836cc5b8f9eb825e1bef3fc'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-11-07T01:30:08.228000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'mcxflxuxry', 'public_flags': 0, 'primary_guild': None, 'id': '813211286384017437', 'global_name': 'McxFlxuxry', 'display_name': 'McxFlxuxry', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7cce7d68253dc5527a041a33c23a5fa1'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-19T17:16:15.502000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'technosusername', 'public_flags': 256, 'primary_guild': None, 'id': '330574407476969475', 'global_name': 'Techno', 'display_name': 'Techno', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '2c1e793cf53b8fa055ec4fb9d943fc33'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-09-30T22:52:58.695000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'renuari', 'public_flags': 64, 'primary_guild': None, 'id': '618964544558989321', 'global_name': 'giantflyingcreampuff', 'display_name': 'giantflyingcreampuff', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1212570343567261736', 'expires_at': None, 'asset': 'a_3e1fc3c7ee2e34e8176f4737427e8f4f'}, 'avatar': '94bf8cb2683919867e95d2b370fb3bc5'}, 'roles': ['1307393116474441788', '1299139334670258207'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-08-18T00:47:01.822000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'kingvamp10', 'public_flags': 0, 'primary_guild': None, 'id': '987288858834112643', 'global_name': 'KingVamp🩸🦇', 'display_name': 'KingVamp🩸🦇', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b0e73043227f82e82c66ef323ebb0821'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-03T02:43:02.228000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'hehepoopy', 'public_flags': 0, 'primary_guild': None, 'id': '551261700545052696', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cd915fd8c8485f5ce41155da34088c89'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-11-28T20:32:00.517000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'exo4221', 'public_flags': 128, 'primary_guild': None, 'id': '252963940068229122', 'global_name': 'exo!', 'display_name': 'exo!', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': 'a_e2dde09f91a0f7f9818f7413190c7b32'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-26T23:00:31.507000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'fraudingsince2019', 'public_flags': 0, 'primary_guild': None, 'id': '1319167255673573457', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '681b03b93f6e77f3ab1863473ac1742a'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-11T08:20:34.190000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'maqeshift', 'public_flags': 64, 'primary_guild': None, 'id': '334806149725552640', 'global_name': 'Maqeshift', 'display_name': 'Maqeshift', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0ac016df680ce7c7ac4f6b497df362c1'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-15T05:34:21.367000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': '9st2', 'public_flags': 64, 'primary_guild': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'id': '755042663262060717', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-21T22:02:39.483000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'rustam0604', 'public_flags': 64, 'primary_guild': None, 'id': '892935575747825784', 'global_name': 'Rusty', 'display_name': 'Rusty', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'a855dc4abf523f4f6a46857f71d55ee1'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-05T21:25:16.707000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'annmari', 'public_flags': 64, 'primary_guild': None, 'id': '733880423020756992', 'global_name': 'ann ౨ৎ', 'display_name': 'ann ౨ৎ', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '76f5fc85cee85ce0c2578f1e0394dcdc'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-23T03:01:56.283000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'TTS Bot', 'public_flags': 65536, 'primary_guild': None, 'id': '513423712582762502', 'global_name': None, 'display_name': None, 'discriminator': '3590', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '760ae3b79b2ca0fcd91dc9d89c6984c5'}, 'roles': ['1307393116474441788', '1229963854298091535'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-04-17T01:17:14.607000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'delusional_244', 'public_flags': 128, 'primary_guild': None, 'id': '829827591972192307', 'global_name': 'Incarcerated', 'display_name': 'Incarcerated', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ab9651312b4ca10a0a01ed671421ae2b'}, 'roles': ['1209690238428119040'], 'premium_since': None, 'pending': False, 'nick': 'incredible dih', 'mute': False, 'joined_at': '2024-02-08T02:16:33.859000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'a_6f7094bfe6a09f5ff6fb3c02d1be90a9'}, {'user': {'username': 'kota531', 'public_flags': 128, 'primary_guild': None, 'id': '831169362315575346', 'global_name': 'kota', 'display_name': 'kota', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '43d7bf568f9b2cd81c9ebc6b6e4e853a'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-08-18T00:28:12.138000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'itxpluto', 'public_flags': 0, 'primary_guild': None, 'id': '1000557377784905799', 'global_name': 'ItxPluto', 'display_name': 'ItxPluto', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '98c2012f746788a4822c64f615f709a7'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-03-02T05:24:22.171000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': '.deerpark', 'public_flags': 128, 'primary_guild': None, 'id': '552996995615162369', 'global_name': 'deer park', 'display_name': 'deer park', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '447001e6dd77d774a79edf4d38f6989f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-09-20T01:40:20.888000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Aen', 'public_flags': 65536, 'primary_guild': None, 'id': '1075324879718592612', 'global_name': None, 'display_name': None, 'discriminator': '7172', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '8fa4856c3ca76866bd9fd9eaf3362807'}, 'roles': ['1220161038008188980'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-03-21T00:04:21.044000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'suriyahpaige', 'public_flags': 0, 'primary_guild': None, 'id': '372520715309547520', 'global_name': 'gavin', 'display_name': 'gavin', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'be967e438fff5a599d1186508212e93b'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-16T20:01:41.517000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'zscroomleader', 'public_flags': 0, 'primary_guild': None, 'id': '1150185870687748206', 'global_name': 'ZScroom', 'display_name': 'ZScroom', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '64a2ed2191ee3b84ef872d726413248f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-04T01:33:54.836000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'koallla', 'public_flags': 128, 'primary_guild': None, 'id': '591917803594973186', 'global_name': 'koala', 'display_name': 'koala', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': 'cd4e627dcaeb999b8e9bb0bf5b7b2442'}, 'roles': ['1211857902818566204', '1239701986476298260', '1307393116474441788'], 'premium_since': None, 'pending': False, 'nick': 'hooray', 'mute': False, 'joined_at': '2024-10-14T20:42:09.678000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'blaiddd', 'public_flags': 256, 'primary_guild': None, 'id': '333362586139492352', 'global_name': 'O5', 'display_name': 'O5', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '67d97601cbc1ec35758078325b5f595f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-29T01:36:58.024000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1141889049041326080', 'chunk_index': 0, 'chunk_count': 1}}
[2025-05-11 19:14:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:14:51] [DEBUG   ] discord.state: Processed a chunk for 38 members in guild ID 1141889049041326080.
[2025-05-11 19:14:53] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-05-11 19:14:53] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-05-11 19:14:53] [DEBUG   ] discord.client: Dispatching event ready
[2025-05-11 19:15:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:15:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:16:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:16:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:16:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:16:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:17:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:17:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:18:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:18:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:18:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:18:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:19:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:19:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:20:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:20:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:21:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:21:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:21:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:21:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:22:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:22:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:23:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:23:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:23:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:23:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:24:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:24:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:25:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:25:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:25:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:25:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:26:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:26:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:27:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-05-11 19:27:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
